name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
dublin,2021-05-06,10.9,-1.5,4.9,10.9,-6.1,2.2,-1.2,68.2,0.863,100,8.33,"rain,snow",0,0,39.2,27,310.4,1009.6,33.8,20.1,192.2,16.6,7,,2021-05-06T05:40:48,2021-05-06T21:03:37,0.82,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-05-07,10.2,0.6,5.9,10.2,-3.7,3.2,-0.2,67.1,0,0,0,,0,0,37.1,21.9,190,1014.6,36.5,22.9,214.8,18.6,8,,2021-05-07T05:38:55,2021-05-07T21:05:21,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-05-08,17.5,5.6,10.9,17.5,0.8,9.2,6.5,75.9,15.8,100,12.5,rain,0,0,61.2,33.2,163.1,994.9,79.6,16.1,178.1,15.3,7,,2021-05-08T05:37:05,2021-05-08T21:07:04,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03971099999,F6683,F4142,EIDW,03969099999,F8809,03967099999,EIME"
dublin,2021-05-09,14.6,9.4,12,14.6,7,11.5,6.5,69.8,0.008,100,8.33,rain,0,0,66.6,35.9,181.7,987,66.4,16.5,150,12.9,7,,2021-05-09T05:35:16,2021-05-09T21:08:47,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-05-10,14.8,9,10.9,14.8,5.8,9.7,7.3,79.3,1.044,100,8.33,rain,0,0,56.9,30.6,184.2,989.1,82.5,16.2,203.4,17.4,9,,2021-05-10T05:33:28,2021-05-10T21:10:29,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-05-11,13.3,6.3,10.1,13.3,3.5,8.7,4.3,67.9,1.717,100,4.17,rain,0,0,45.4,26,168,1001.7,47,22.1,236.4,20.4,8,,2021-05-11T05:31:43,2021-05-11T21:12:11,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-05-12,11.7,1.7,7.5,11.7,0,6.7,4.4,81.6,1.726,100,4.17,rain,0,0,27,17.6,127.4,1005.9,64.9,20.5,167.3,14.3,7,,2021-05-12T05:30:00,2021-05-12T21:13:52,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-05-13,13.5,2.7,8.7,13.5,1.2,8,5.6,82.6,0.075,100,4.17,rain,0,0,16.9,13.7,4.4,1009.5,56,19.7,159.5,13.7,6,,2021-05-13T05:28:18,2021-05-13T21:15:32,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-05-14,13.4,3.9,9.1,13.4,2.1,8.1,6.5,84.4,0.15,100,4.17,rain,0,0,36,19.2,172.1,1008.1,69.5,18.7,152.4,13,7,,2021-05-14T05:26:38,2021-05-14T21:17:11,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-05-15,11.9,7.7,9.1,11.9,5.1,7.5,7.3,88.6,3.633,100,12.5,rain,0,0,41,21,114.2,997.5,88.1,16.2,85.8,7.3,4,,2021-05-15T05:25:01,2021-05-15T21:18:49,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-05-16,13.1,3.9,9.6,13.1,2.2,9.2,7.2,85.7,0.816,100,8.33,rain,0,0,27.4,16.3,41.5,996.3,64.5,16.4,273.8,23.7,8,,2021-05-16T05:23:26,2021-05-16T21:20:26,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME"
dublin,2021-05-17,13.5,4.7,9.3,13.5,1.6,7.9,5.6,79.2,1.024,100,8.33,rain,0,0,34.6,21.1,273.1,1006.6,64.7,22.7,170,14.7,6,,2021-05-17T05:21:52,2021-05-17T21:22:02,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-05-18,13.3,5.5,9.4,13.3,3.4,8.4,5.7,78.6,2.379,100,8.33,rain,0,0,26.6,19,214,1011.9,56,23.5,164.2,14.1,6,,2021-05-18T05:20:21,2021-05-18T21:23:36,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME,03961099999"
dublin,2021-05-19,15.6,4.9,10.6,15.6,2.1,9.5,5.2,71.7,1.133,100,4.17,rain,0,0,32.8,18.3,256.5,1017.7,41.4,25.6,213.6,18.2,8,,2021-05-19T05:18:53,2021-05-19T21:25:10,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-05-20,13.6,8.9,10.6,13.6,4.8,9.3,8.1,84.3,3.896,100,12.5,rain,0,0,76.7,40.7,166.5,997.1,89.2,12.6,103.1,8.8,5,,2021-05-20T05:17:26,2021-05-20T21:26:42,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-05-21,10.9,8.1,9.6,10.9,3.8,7.5,7.9,89.6,10.962,100,12.5,rain,0,0,59,34.1,295.9,991.2,94.4,11.4,39.2,3.3,1,,2021-05-21T05:16:02,2021-05-21T21:28:13,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03971099999,F6683,F4142,EIDW,03969099999,F8809,03967099999,EIME,03961099999"
dublin,2021-05-22,12.3,3,8.2,12.3,-1,5.8,3.6,73.7,0.003,100,4.17,rain,0,0,45,24.8,292,1005.2,72.8,23.9,168.7,14.6,8,,2021-05-22T05:14:41,2021-05-22T21:29:42,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME"
dublin,2021-05-23,12.5,6.3,8.1,12.5,3.3,5.9,4.4,78,4.136,100,16.67,rain,0,0,55.4,31.6,200.7,998.9,82.7,19.9,138.3,12.2,8,,2021-05-23T05:13:21,2021-05-23T21:31:10,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME,03961099999"
dublin,2021-05-24,14,2.3,8.6,14,0,7.3,4.2,75.8,1.312,100,12.5,rain,0,0,49,34.3,291,1002.5,57,24.3,199.3,17.4,6,,2021-05-24T05:12:05,2021-05-24T21:32:36,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME"
dublin,2021-05-25,13.5,6.7,10,13.5,3.2,8.7,6.4,78.6,3.893,100,12.5,rain,0,0,45.7,26.2,290.9,1014.9,57.5,18,168.4,14.5,5,,2021-05-25T05:10:51,2021-05-25T21:34:01,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-05-26,15.9,5.4,10.7,15.9,2.8,9.6,5.9,73.7,0,0,0,,0,0,25.6,15.2,290,1017,58.7,21.7,222.8,19.4,7,,2021-05-26T05:09:40,2021-05-26T21:35:24,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,F8809,03967099999,EIME"
dublin,2021-05-27,15.6,7.4,11.8,15.6,5.9,11.4,7.2,74.6,0.628,100,4.17,rain,0,0,38.9,21.1,161.5,1018.4,64.5,23.7,179.8,15.6,7,,2021-05-27T05:08:31,2021-05-27T21:36:45,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,F8809,03967099999,EIME"
dublin,2021-05-28,12.7,10.5,11.6,12.7,10.5,11.6,10.5,93.3,8.982,100,12.5,rain,0,0,23.4,20,144.6,1021.3,92.8,12,70.4,5.8,2,,2021-05-28T05:07:25,2021-05-28T21:38:04,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME"
dublin,2021-05-29,17.1,9.6,13.1,17.1,9.6,13.1,9.8,81.1,0.007,100,4.17,rain,0,0,30.6,13.8,117.3,1026.5,76.5,20.4,199.1,17.3,7,,2021-05-29T05:06:22,2021-05-29T21:39:21,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,F8809,03967099999,EIME,03961099999"
dublin,2021-05-30,20.1,6.6,14.4,20.1,5.5,14,9.1,73.2,0,0,0,,0,0,28.8,19.2,120,1026.8,22.8,19.7,289,24.9,8,,2021-05-30T05:05:22,2021-05-30T21:40:36,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-05-31,19.3,6.8,14.1,19.3,5.8,13.7,8.2,69.5,0,0,0,,0,0,41.8,25.5,140.2,1018.8,50.3,22.8,279.3,24.1,8,,2021-05-31T05:04:25,2021-05-31T21:41:49,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-06-01,19.3,10.8,15.5,19.3,10.8,15.5,10.1,71.6,0,0,0,,0,0,29.2,22.1,89.8,1013.8,62.3,21.3,273,23.6,8,,2021-06-01T05:03:31,2021-06-01T21:43:00,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-06-02,18.1,10.9,14.7,18.1,10.9,14.7,11.1,79.5,0.017,100,4.17,rain,0,0,33.8,18.6,78,1011.6,81.2,18.9,111.2,9.5,3,,2021-06-02T05:02:40,2021-06-02T21:44:08,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,F8809,03967099999,EIME,03961099999"
dublin,2021-06-03,18.1,10.9,15,18.1,10.9,15,9.6,72,0.005,100,4.17,rain,0,0,53.3,27.6,182.3,1014.6,59.7,23.8,243.4,20.9,10,,2021-06-03T05:01:52,2021-06-03T21:45:14,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-06-04,18.2,9.1,13.7,18.2,6.9,13.3,7,65,0.009,100,4.17,rain,0,0,40.3,19.7,190.6,1021,58.3,28.5,196.2,16.9,7,,2021-06-04T05:01:07,2021-06-04T21:46:18,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-06-05,16.2,10.2,13.7,16.2,10.2,13.7,10,78.6,0.079,100,8.33,rain,0,0,35.6,19.7,205,1022.3,78.5,19.7,115.2,9.5,4,,2021-06-05T05:00:25,2021-06-05T21:47:19,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-06-06,16.7,6.9,12.1,16.7,5.4,11.5,7.7,75.6,0,0,0,,0,0,20.2,14,190.3,1025.3,58.2,23.9,132.3,11.3,7,,2021-06-06T04:59:47,2021-06-06T21:48:17,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-06-07,18.5,8.6,13.9,18.5,8.5,13.9,8.2,70.2,0,0,0,,0,0,37.8,21,197.7,1021.5,70.1,26.6,219.4,19,7,,2021-06-07T04:59:11,2021-06-07T21:49:13,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-06-08,18.5,12.1,15.6,18.5,12.1,15.6,11.3,75.8,0,0,0,,0,0,55.4,26.4,191,1019.8,80.9,25.1,147.3,12.7,6,,2021-06-08T04:58:39,2021-06-08T21:50:06,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME,03961099999"
